'companies then users can manage the user digital identities','improve the security of the IT services','end-users can have privacy and control over their digital identity','enabling organizations then users to manage identities where data protection improve systems security'
0.27313560247421265,0.13321182131767273,0.360505074262619,0.35325440764427185
0.297797828912735,0.1567458212375641,0.37132173776626587,0.36036041378974915
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
0.33883076906204224,0.19902361929416656,0.42961472272872925,0.4025968313217163
