'companies then users can manage the user digital identities','improve the security of the IT services','end-users can have privacy and control over their digital identity','enabling organizations then users to manage identities where data protection improve systems security'
0.12332051992416382,0.20543092489242554,0.19649247825145721,0.1753513067960739
0.25249919295310974,0.19914163649082184,0.3292910158634186,0.29708170890808105
0.2761891484260559,0.2112276703119278,0.3718387186527252,0.3327043354511261
0.2761891484260559,0.2112276703119278,0.3718387186527252,0.3327043354511261
0.2761891484260559,0.2112276703119278,0.3718387186527252,0.3327043354511261
0.2761891484260559,0.2112276703119278,0.3718387186527252,0.3327043354511261
0.24628669023513794,0.12211544066667557,0.3045833110809326,0.2862017750740051
0.24628669023513794,0.12211544066667557,0.3045833110809326,0.2862017750740051
0.24417348206043243,0.12585040926933289,0.30680668354034424,0.286848783493042
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
0.2259472757577896,0.12142802774906158,0.29278042912483215,0.2673472464084625
